TYPE,SS,ADR,INFO,lng,lat,census_subnit,number_of_nearby_restaurants,number_of_bus_stops,number_of_MTR_stations,number_of_schools,number_of_commercial_facilities,number_of_government_facilities,number_of_religious_facilities,number_of_medical_facilities,number_of_hotel_facilities,mean_median_age,median_hs_income,mean_hs_size,labour_force_percent,chinese_percent,pop_m_percent,ten_oc_percent,rent_to_income_ratio
RL,MCDONALD'S,"G/F., (SHOP NO. 9&10) & 1/F., SING SHING BUILDING, 90-114 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13930099184591,22.367910604163967,1041,5,0,0,0,2,0,0,6,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,葵芳閣龍寶酒家,"1/F, (PORTION), KWAI FONG TERRACE, KCTL 380, KWAI CHUNG, NEW TERRITORIES",[],114.12462105486436,22.355911066602584,1035,0,0,0,0,0,0,0,0,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,新龍騰閣燒臘飯店,"G/F, MING YIN BUILDING, 452 CASTLE PEAK ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.1353203422089,22.367284978910945,1046,11,0,0,0,2,0,0,1,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RL,浩榮茶餐廳,"G/F, 27 KO FONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.12675462389676,22.359355614687946,1033,13,1,0,2,8,0,0,3,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RL,榮泰小食,"G/F., NO.123 (MINOR REAR PORTION) & G/F., NO. 125 (SOUTH PORTION), WO TONG TSUI STREET, KWAI CHUNG, NEW TERRITORIES",[],114.13273217814634,22.36730945406822,1026,12,0,0,0,4,1,0,9,0,40.080427446569175,19910,2.9423167848699765,0.475976217258557,0.9389362044030211,0.4456050136590069,0.5839243498817966,0.325
RL,Cafe De Coral,"SHOP NOS. 13-13A, 15-18, 53-53A & 55-59, 1/F, KWAI CHUNG PLAZA, KWAI CHUNG, NEW TERRITORIES",[],114.1276418110001,22.35813378200004,1035,16,4,1,1,3,2,0,0,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,美心MX,"SHOP 1A, 2/F, SUN KWAI HING PLAZA, KWAI CHUNG, NEW TERRITORIES",[],114.13182000000006,22.362990000000025,1029,5,3,6,3,3,6,0,0,0,49.30263783269962,40090,2.8128342245989306,0.5175855513307985,0.9591254752851711,0.44866920152091255,0.8516042780748663,0.4
RL,勝康餐廳,"SHOP NO. B, G/F, HUNG WAN BUILDING, 470 CASTLE PEAK ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13488113048248,22.36780163942268,1046,4,0,0,0,0,0,0,2,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RL,Garden Restaurant,"SHOP NO. 101, KWAI HING SHOPPING CENTRE, KWAI HING ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.13295991445564,22.366655246525383,1030,5,0,0,0,2,1,0,2,0,52.57833056101618,24890,2.69039869812856,0.4538031150763647,0.9623468924845002,0.4587932859519129,0.855573637103336,0.173
RL,藝餐,"SHOP NO. B21, 1/F., KWAI CHUNG PLAZA, KWAI CHUNG, NEW TERRITORIES",[],114.12762000000008,22.357830000000035,1035,2,6,3,1,2,4,0,0,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,金星,"G/F, 7-9 LAI FONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.12678010488249,22.35956344397718,1033,17,1,0,2,7,0,0,3,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RL,MCDONALD'S,"SHOP A, G/F., SOUTHERN BUILDING, 1-5 WING FONG ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12836914608648,22.360178591851223,1033,0,0,0,2,5,2,0,1,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RL,金和林餐廳,"SHOP NOS. 11 & 37, G/F, SHUI KING SHOPPING CENTRE, 162 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13676228101212,22.370878971354514,1046,1,0,0,0,8,1,0,0,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RL,新釗記,"SHOP NO. A35 & A36 & A37 & A39, KWAI CHUNG PLAZA, 7-11 KWAI FOO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12717346759848,22.358296686950283,1035,14,0,0,0,1,2,0,2,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,同心茶餐廳,"SHOP NO. 9E, G/F, KWAI FUNG MANSION, PING LAI PATH, KWAI CHUNG, NEW TERRITORIES",[],114.13535452256664,22.36740265334216,1046,11,0,0,0,2,0,0,1,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RL,麗瑤餐廳,"SHOP NOS.6-8, G/F, LAI YIU ESTATE SHOPPING BLOCK, KWAI CHUNG, NEW TERRITORIES",[],114.11836023168564,22.371293037371387,994,14,2,0,0,2,2,0,0,1,52.57441956882255,32330,2.817757009345794,0.5306799336650083,0.961028192371476,0.45107794361525705,0.780373831775701,0.446
RL,HUNG FAT CONGEE & NOODLE,"SHOP NO. 9-10, G/F., LAI YIU ESTATE SHOPPING BLOCK, KWAI CHUNG, NEW TERRITORIES",[],114.11836023168564,22.371293037371387,994,14,2,0,0,2,2,0,0,1,52.57441956882255,32330,2.817757009345794,0.5306799336650083,0.961028192371476,0.45107794361525705,0.780373831775701,0.446
RL,葵涌恒景龍寶酒家,"SHOP NOS. 201-204, 2/F, SHOPPING ARCADE, HANG KING GARDEN, 9 WING FONG ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12791878642884,22.360509174112465,1033,7,0,0,3,9,0,0,1,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RL,金寶飯店,"SHOP 5A & 11A, G/F, KWAI PO BUILDING, 135-147 SHEK YAM ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13812769303944,22.370775664397883,1041,9,1,0,1,9,1,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,McDonald's,"SHOP NO. 105, 1/F, KWAI SHING EAST SHOPPING CENTRE, KWAI SHING EAST ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.12731000000008,22.364640000000065,1031,6,1,0,1,3,1,0,2,0,50.7336359292881,19040,2.7654381084840054,0.43780018608393895,0.9638142178187945,0.46136243619081146,0.021001390820584144,0.124
RL,草根食堂,"SHOP NO. A17, G/F, SHOPPING ARCADE, KWAI CHUNG PLAZA, 7-11 KWAI FOO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12717346759848,22.358296686950283,1035,14,0,0,0,1,2,0,2,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,銀龍粉麵茶餐廳,"SHOP NO. 9, G/F, SHEK YAM SHOPPING CENTRE, SHEK YAM ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.13856330054745,22.371517085643266,1040,7,3,0,4,10,1,0,2,0,50.48588245452452,23670,2.8455364455364456,0.492746949113516,0.9597052728528667,0.4706424130785172,0.20507780507780507,0.124
RL,潮庭 / 北京樓,"SHOP NOS. 511-530, LEVEL 5, METROPLAZA, KWAI CHUNG, NEW TERRITORIES","['G', 'H']",114.12668287480562,22.35758280025682,1035,20,5,0,0,0,2,0,0,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,Ming Harbour,"SHOP NO.11, G/F, SHEK YAM SHOPPING CENTRE, SHEK YAM ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.13856330054745,22.371517085643266,1040,7,3,0,4,10,1,0,2,0,50.48588245452452,23670,2.8455364455364456,0.492746949113516,0.9597052728528667,0.4706424130785172,0.20507780507780507,0.124
RL,馬記茶餐廳,"SHOP NO. 1, G/F, SING SHING BUILDING, 19 SHEK YAM ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13930099184591,22.367910604163967,1041,5,0,0,0,2,0,0,6,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,唯一麵家,"G/F, SHOP NO. A77 (MAJOR PORTION), KWAI CHUNG PLAZA, 7-11 KWAI FOO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12717346759848,22.358296686950283,1035,14,0,0,0,1,2,0,2,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,鴻運茶廳,"G/F, 33A TAI PAK TIN STREET, KWAI CHUNG, NEW TERRITORIES",[],114.13985637675034,22.367786845363582,1041,2,0,0,3,4,0,0,5,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,富華冰室,"MAJOR PORTION OF SHOP NOS. A63A, A65 & A66, G/F., SHOPPING ARCADE, KWAI CHUNG PLAZA, 7-11 KWAI FOO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12717346759848,22.358296686950283,1035,14,0,0,0,1,2,0,2,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,MCDONALD'S,"SHOP NO. 1, 1/F., MILLENNIUM TRADE CENTRE, 56 KWAI CHEONG ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13261131110256,22.363489275967467,1051,0,0,0,1,1,0,0,0,0,36.83312807881774,41040,2.4546553808948004,0.5699507389162561,0.8655172413793103,0.5009852216748768,0.15598548972188633,0.044
RL,明星海鮮酒家,"SHOP NO. 114, 1/F, KWAI SHING EAST SHOPPING CENTRE, KWAI SHING EAST ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.12731000000008,22.364640000000065,1031,6,1,0,1,3,1,0,2,0,50.7336359292881,19040,2.7654381084840054,0.43780018608393895,0.9638142178187945,0.46136243619081146,0.021001390820584144,0.124
RL,Haq  Restaurant,"SHOP 6A, G/F, MING YIN BUILDING, NO. 4, 6 & 16, PING LAI PATH, KWAI CHUNG, NEW TERRITORIES",[],114.1353203422089,22.367284978910945,1046,11,0,0,0,2,0,0,1,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RL,福林餐廳,"G/F, 88 SHEK YAM ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13963358576392,22.369699930944336,1041,5,1,0,0,8,0,0,5,3,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,Maruju Japanese Shokudo,"SHOP NOS. 484-487, LEVEL 4, METROPLAZA, 223 HING FONG ROAD, KWAI CHUNG, NEW TERRITORIES","['G', 'H']",114.12701010430555,22.35726034844167,1035,20,8,3,0,1,2,0,0,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,源興燒味小館,"UG/F, 109-115 WO TONG TSUI STREET, KWAI CHUNG, NEW TERRITORIES","['E', 'F', 'G', 'H']",114.13257962750856,22.3673724859801,1026,12,0,0,0,4,1,0,6,0,40.080427446569175,19910,2.9423167848699765,0.475976217258557,0.9389362044030211,0.4456050136590069,0.5839243498817966,0.325
RL,Wendy's Kitchen,"SHOP NO. 11-12, G/F, BLOCK E, CHO YIU CHUEN, 6 KING CHO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12963144985126,22.3454236398795,1054,3,0,0,3,5,0,0,0,0,54.28168549215197,19320,2.727891156462585,0.4098577086695027,0.984597330203902,0.43626228546281354,0.0,0.116
RL,金星茶餐廳,"UNIT 236, 2/F, SHEK LEI SHOPPING CENTRE, PHASE 2, SHEK LEI ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.13919646951332,22.365678168072225,1044,7,1,0,0,7,2,0,2,0,49.24215601611975,19110,2.786333012512031,0.4597582037996546,0.9639608520437536,0.4773747841105354,0.0,0.135
RL,鍋貼大王,"G/F., 154-156 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13715128513854,22.37063111847762,1046,1,0,0,0,8,1,0,1,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RL,Ocean Treasure Seafood Restaurant,"2/F., FORTUNA HOUSE, 149-151 SHEK YAM ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13833187620077,22.37108235823507,1041,12,3,0,4,11,1,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,銀城餐廳,"SHOP 26D1A, G/F, TAK CHEONG BUILDING, NO. 1001 KWAI CHUNG ROAD, KWAI CHUNG, NEW TERRITORIES","['G', 'H']",114.13326836849252,22.367191897876182,1026,10,0,0,0,3,1,0,5,0,40.080427446569175,19910,2.9423167848699765,0.475976217258557,0.9389362044030211,0.4456050136590069,0.5839243498817966,0.325
RL,如富上海麵館,"SHOP A21 & A22, G/F, KWAI CHUNG CENTRE, 102 KWAI HING ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13182014326183,22.36378335504037,1029,4,3,3,1,4,4,0,0,0,49.30263783269962,40090,2.8128342245989306,0.5175855513307985,0.9591254752851711,0.44866920152091255,0.8516042780748663,0.4
RL,四季餐廳,"SHOP NO. 108, KWAI CHUNG SHOPPING CENTRE, KWAI CHUNG ESTATE, KWAI CHUNG, NEW TERRITORIES","['G', 'H']",114.13295991445564,22.366655246525383,1030,5,0,0,0,2,1,0,2,0,52.57833056101618,24890,2.69039869812856,0.4538031150763647,0.9623468924845002,0.4587932859519129,0.855573637103336,0.173
RL,Cafe de Coral,"SHOP NO. 122, PODIUM LEVEL 1, KWAI CHUNG SHOPPING CENTRE, KWAI CHUNG, NEW TERRITORIES",[],114.12826000000008,22.36787000000004,1036,3,1,0,2,4,0,0,0,0,49.66251203711809,19050,2.554909416237978,0.4973299483498205,0.9717674866497418,0.46577081327146985,0.0,0.129
RL,Oyster Moment,"SHOP G10, G/F, KWAI YING BUILDING, NO. 1 SHEK MAN PATH & NOS. 2-10 SHEK YING PATH, KWAI CHUNG, NEW TERRITORIES","['F', 'G', 'H']",114.1359742144756,22.364706915041765,1041,3,0,0,2,6,0,0,6,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,盈彩海鮮火鍋酒家,"G/F (PORTION), 1/F (PORTION) & SHOP 207, KWAI CHUNG SHOPPING CENTRE, SHEUNG KOK STREET, KWAI CHUNG, NEW TERRITORIES",[],114.12826000000008,22.36787000000004,1036,3,1,0,2,4,0,0,0,0,49.66251203711809,19050,2.554909416237978,0.4973299483498205,0.9717674866497418,0.46577081327146985,0.0,0.129
RL,Mushroom Express,"SHOP H, G/F, KWAI FUNG HOUSE, 456-458 CASTLE PEAK ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.1353288079311,22.367541046052963,1046,10,0,0,0,1,0,0,1,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RL,The Alchemist Caf'e,"SHOP NO. 2 AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, G/F, KWAI TSING THEATRE, 12 HING NING ROAD, KWAI CHUNG, NEW TERRITORIES",['A'],114.12614157149852,22.356821178624784,1035,1,1,0,0,0,3,0,0,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,Yeh Lam Kwok Restaurant,"SHOP 123, LEVEL 1, KWAI CHUNG SHOPPING CENTRE, KWAI CHUNG ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.13295991445564,22.366655246525383,1030,5,0,0,0,2,1,0,2,0,52.57833056101618,24890,2.69039869812856,0.4538031150763647,0.9623468924845002,0.4587932859519129,0.855573637103336,0.173
RL,廣東燒味餐廳,"SHOP NO. 12, G/F, HIP TAK BUILDING, 1-3 CHE FONG STREET, 188-190 HING FONG ROAD, 21 SHING FONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.12754989887009,22.359401128422192,1033,4,1,0,0,4,0,0,3,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RL,君逸軒海鮮酒家,"SHOP NO. 101, 1/F, ON YAM SHOPPING CENTRE, ON YAM ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.1418711348166,22.37119865714162,1048,1,2,0,3,3,0,0,0,0,51.159421410891085,21820,3.1088880338591767,0.4207920792079208,0.9432549504950495,0.465470297029703,0.0,0.128
RL,Asia Pacific,"STAFF CANTEEN, 4TH FLOOR, BLOCK G, PRINCESS MARGARET HOSPITAL, PRINCESS MARGARET HOSPITAL ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13454417797482,22.34091940910598,1057,0,6,0,2,1,2,0,2,0,49.99338624338624,13440,4.117647058823529,0.26825396825396824,0.9275132275132275,0.5052910052910053,0.48366013071895425,0.19
RL,耀記粥店,"SHOP NO. 115, G/F, CHEONG SHEN MANSION, 113-127 TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.1384787271444,22.366170143879103,1041,7,1,0,1,10,2,0,2,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,丼一,"SHOP NO. 9, G/F, SHUI KING BUILDING, 166 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13905540208287,22.369556516581014,1041,6,1,0,0,9,0,0,3,3,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,太子小廚餐廳,"SHOPS A1-B1, G/F, WAI YIN BUILDING, 432-436 CASTLE PEAK ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13529041881452,22.36658295261049,1046,1,0,0,0,3,0,0,1,1,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RL,明昇閣酒家,"SHOP 3, G/F, CHEONG WING MANSION, 107-109 TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.13828435080978,22.365932810290687,1041,5,1,0,1,10,2,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,俊達軒茶餐廳小廚,"FLAT 2-3, G/F, KWAI KING BUILDING, 33-39 KWONG FAI CIRCUIT, KWAI CHUNG, NEW TERRITORIES",[],114.13262078265312,22.36824034823488,1026,3,0,0,3,3,0,0,6,0,40.080427446569175,19910,2.9423167848699765,0.475976217258557,0.9389362044030211,0.4456050136590069,0.5839243498817966,0.325
RL,Mr. Steak,"SHOP NOS. 488-490, LEVEL 4, METROPLAZA, 223 HING FONG ROAD, KWAI FONG, KWAI CHUNG, NEW TERRITORIES","['F', 'G', 'H']",114.12614000000008,22.357700000000023,1035,5,0,0,0,1,2,0,0,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,Parkview,"SHOP NO. 135, LEVEL 1, METROPLAZA, 223 HING FONG ROAD, KWAI CHUNG, NEW TERRITORIES","['G', 'H']",114.12701010430555,22.35726034844167,1035,20,8,3,0,1,2,0,0,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,Super Super,"SHOP 110, KWAI CHUNG SHOPPING CENTRE, KWAI CHUNG, NEW TERRITORIES",[],114.12826000000008,22.36787000000004,1036,3,1,0,2,4,0,0,0,0,49.66251203711809,19050,2.554909416237978,0.4973299483498205,0.9717674866497418,0.46577081327146985,0.0,0.129
RL,THE SALTED PIG,"SHOP NOS. 531-540, LEVEL 5, METROPLAZA, KWAI CHUNG, NEW TERRITORIES",[],114.12668287480562,22.35758280025682,1035,20,5,0,0,0,2,0,0,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,譚仔雲南米線,"SHOP 49-54, G/F, HO CHUCK CENTRE, 2-10 KWAI YI ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12757136784568,22.35583548448088,1037,4,4,3,0,5,0,0,0,0,38.91911101083032,40440,2.503954802259887,0.5697202166064982,0.9510379061371841,0.4699909747292419,0.7056497175141243,0.389
RL,永利餐廳,"G/F, 53 TEXACO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.12277757847812,22.36873613780772,1023,8,0,0,7,2,0,0,1,0,37.62180008126778,23190,2.793416572077185,0.4550995530272247,0.9861844778545307,0.48760666395774077,0.4108967082860386,0.284
RL,LUCKY DRAGON BOAT DELICIOUS FOOD,"SHOP NO. 201, 2/F, BLOCK E, CHO YIU CENTRE, 6 KING CHO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12963144985126,22.3454236398795,1054,3,0,0,3,5,0,0,0,0,54.28168549215197,19320,2.727891156462585,0.4098577086695027,0.984597330203902,0.43626228546281354,0.0,0.116
RL,Ngan Lung Restaurant,"SHOP NOS. 112B-C, 1/F, KWAI FONG SHOPPING CENTRE, KWAI FONG ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.12995,22.358390000000043,1034,3,0,0,0,3,0,0,0,0,51.48771087841769,20140,2.8263729036501153,0.4676556137289122,0.9551483420593369,0.48417684700407215,0.0,0.13
RL,勝康餐廳,"G/F, 474 CASTLE PEAK ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13488113048248,22.36780163942268,1046,4,0,0,0,0,0,0,2,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RL,金潮小廚,"SHOP G02, G14 AND G15, G/F, HANG KING SHOPPING ARCADE, 9 WING FONG ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12791878642884,22.360509174112465,1033,7,0,0,3,9,0,0,1,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RL,鴻苑魚蛋粉麵,"SHOP 8, G/F, KAM LUK BUILDING, 61-83 SHEK YAM ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13952881197424,22.3694501083202,1041,8,0,0,0,8,0,0,5,3,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,KONG LUNG RESTAURANT,"SHOP NO. 4,  LG/F AT BACK STREET OF CHEONG WING MANSION, 107 TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.13828435080978,22.365932810290687,1041,5,1,0,1,10,2,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,銀座,"G/F, 406 CASTLE PEAK ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13581889780976,22.36489714233433,1041,3,0,0,2,6,0,0,6,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RL,McDonald's Restaurant,"SHOP NOS. LG213 & LG214, LOWER SECOND GROUND FLOOR, SHEK YAM SHOPPING CENTRE, SHEK YAM ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.13856330054745,22.371517085643266,1040,7,3,0,4,10,1,0,2,0,50.48588245452452,23670,2.8455364455364456,0.492746949113516,0.9597052728528667,0.4706424130785172,0.20507780507780507,0.124
RL,Fairwood Fast Food,"SHOP NOS. 125-130, 1/F, KWAI FONG SHOPPING CENTRE, KWAI FONG ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.12995,22.358390000000043,1034,3,0,0,0,3,0,0,0,0,51.48771087841769,20140,2.8263729036501153,0.4676556137289122,0.9551483420593369,0.48417684700407215,0.0,0.13
RL,CHUBBY'S PIZZA,"SHOP NOS. 4 & 5, G/F, KWAI FONG SHOPPING CENTRE, KWAI CHUNG, NEW TERRITORIES",[],114.12995,22.358390000000043,1034,3,0,0,0,3,0,0,0,0,51.48771087841769,20140,2.8263729036501153,0.4676556137289122,0.9551483420593369,0.48417684700407215,0.0,0.13
RL,Yoshinoya,"SHOP NO. 304, 3/F, KWAI CHUNG PLAZA, 7-11 KWAI FOO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12717346759848,22.358296686950283,1035,14,0,0,0,1,2,0,2,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RL,東裕燒腊飯店,"SHOP NO. 8, G/F, KWAI HING SHOPPING CENTRE, KWAI HING ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.13295991445564,22.366655246525383,1030,5,0,0,0,2,1,0,2,0,52.57833056101618,24890,2.69039869812856,0.4538031150763647,0.9623468924845002,0.4587932859519129,0.855573637103336,0.173
RL,Lovely Tea,"SHOP LG 205-206, LG 2/F, SHEK YAM SHOPPING CENTRE, SHEK YAM ESTATE, KWAI CHUNG, NEW TERRITORIES","['G', 'H']",114.13856330054745,22.371517085643266,1040,7,3,0,4,10,1,0,2,0,50.48588245452452,23670,2.8455364455364456,0.492746949113516,0.9597052728528667,0.4706424130785172,0.20507780507780507,0.124
RL,潮興魚蛋粉,"SHOP NO. 101, 1/F, KWAI SHING EAST SHOPPING CENTRE, KWAI SHING EAST ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.12731000000008,22.364640000000065,1031,6,1,0,1,3,1,0,2,0,50.7336359292881,19040,2.7654381084840054,0.43780018608393895,0.9638142178187945,0.46136243619081146,0.021001390820584144,0.124
